custid,평균구매가격,평균할부개월수,내점일수,수입상품_구매비율,주말방문비율,주구매코너,아침구매액,점심구매액,저녁구매액,봄구매액,여름구매액,가을구매액,겨울구매액,구매브랜드가치,gender
100605,123711,2.7,10,33.3,20.0,5,0.0,1237111.1111111112,989688.8888888889,247422.22222222222,618555.5555555556,1237111.1111111112,123711.11111111111,1360822.2222222222,0
100606,60401,1.3,32,7.5,3.1,14,785211.05,1630822.9500000002,0.0,724810.2,543607.65,604008.5,543607.65,543607.65,0
100607,55218,1.0,6,14.3,0.0,9,0.0,552179.2857142857,220871.71428571426,331307.5714285714,331307.5714285714,110435.85714285713,0.0,662615.1428571428,0
100608,119957,2.1,13,8.7,30.8,24,719739.1304347826,839695.6521739131,1199565.2173913042,359869.5652173913,1079608.695652174,719739.1304347826,599782.6086956521,2039260.8695652173,0
100609,108514,2.7,30,13.6,53.3,19,759594.9152542374,2278784.745762712,3363920.338983051,434054.23728813557,1410676.2711864407,2495811.86440678,2061757.6271186438,3689461.0169491526,0
100610,135000,2.3,12,43.3,100.0,24,0.0,3780000.0,270000.0,270000.0,1350000.0,1215000.0,1215000.0,2970000.0,0
100611,177182,2.1,7,27.3,57.1,9,177181.81818181818,885909.0909090908,885909.0909090908,354363.63636363635,708727.2727272727,885909.0909090908,0.0,1594636.3636363635,0
100612,89167,2.2,17,4.8,23.5,14,3566681.935483871,1872508.0161290322,89167.04838709677,535002.2903225806,2496677.35483871,535002.2903225806,1961675.0645161292,2585844.4032258065,0
100613,46548,1.5,15,24.0,40.0,24,139645.19999999998,605129.2000000001,418935.6,46548.4,232742.0,418935.6,465484.0,930968.0,0
100614,145788,1.3,10,13.3,40.0,3,145787.73333333334,1457877.3333333333,583150.9333333333,583150.9333333333,1603665.0666666667,0.0,0.0,2041028.2666666666,0
100615,103823,2.5,7,15.4,28.6,19,207646.15384615384,311469.2307692308,830584.6153846154,207646.15384615384,622938.4615384616,0.0,519115.3846153846,1038230.7692307692,0
100616,174962,3.7,24,23.8,12.5,24,2274505.6904761908,1049771.857142857,4024125.452380953,699847.9047619047,1749619.761904762,1049771.857142857,3849163.476190476,4549011.380952381,0
100617,40505,1.5,16,4.3,18.8,13,486056.8695652174,445552.1304347826,0.0,202523.69565217392,324037.9130434783,324037.9130434783,81009.47826086957,567066.3478260869,0
100618,212307,2.1,9,21.4,33.3,19,212307.14285714284,1273842.857142857,1486150.0,849228.5714285714,1273842.857142857,0.0,849228.5714285714,2547685.7142857146,0
100619,84297,1.4,21,10.0,42.9,14,1095863.86,2613213.82,505783.32,1854538.84,758674.98,842972.2000000001,758674.98,1685944.4,0
100620,86438,1.4,103,7.9,26.2,14,172876.8057553957,11669184.388489207,172876.8057553957,3025344.1007194244,2247398.474820144,3371097.7122302153,3371097.7122302153,2766028.892086331,0
100621,49071,1.6,22,8.5,40.9,24,343495.9574468085,1766550.6382978724,196283.40425531915,1079558.7234042552,245354.25531914894,98141.70212765958,883275.3191489362,1275842.1276595746,0
100622,33870,1.1,176,0.4,29.5,14,1490271.6190476192,6265914.761904762,1490271.6190476192,2099928.1904761903,2303147.0476190476,2607975.3333333335,2235407.4285714286,982224.4761904762,0
100623,424088,2.0,15,47.6,26.7,8,1272263.0,7209490.333333333,424087.6666666666,848175.3333333333,3392701.333333333,2968613.6666666665,1696350.6666666665,5089052.0,0
100624,25100,1.0,3,0.0,100.0,9,0.0,25100.0,50200.0,50200.0,0.0,25100.0,0.0,75300.0,0
100625,65858,1.3,20,34.9,15.0,9,592720.1162790698,2239164.88372093,0.0,1448871.3953488374,658577.9069767442,461004.534883721,263431.16279069765,1185440.2325581394,0
100626,76935,1.4,83,5.7,26.5,14,6308674.032786885,3077401.9672131147,0.0,2615791.6721311472,3385142.1639344264,1846441.1803278688,1538700.9836065574,1769506.131147541,1
100627,149785,2.9,44,39.4,27.3,8,2396560.161616162,11982800.808080807,449355.03030303033,6440755.434343435,4343765.292929293,2696130.181818182,1348065.090909091,6740325.454545454,0
100628,37789,1.3,82,4.6,36.6,14,944718.4210526317,2683000.3157894737,2116169.263157895,906929.6842105263,1360394.5263157894,1889436.8421052634,1587126.9473684211,1171450.8421052631,0
100629,24169,1.9,44,1.3,36.4,11,604214.7435897436,1111755.1282051282,169180.12820512822,700889.1025641026,265854.4871794872,483371.7948717948,435034.61538461543,773394.8717948718,0
100630,436095,1.5,19,38.5,94.7,14,3488762.2564102565,12210667.897435898,1308285.8461538462,1744381.1282051282,4797048.102564103,4360952.82051282,6105333.948717949,8721905.641025642,0
100631,21352,2.0,18,2.4,61.1,13,0.0,790009.9047619047,106758.09523809524,341625.90476190473,21351.619047619046,170812.95238095237,362977.5238095238,405680.7619047619,0
100632,133408,2.0,4,33.3,0.0,24,0.0,667041.6666666667,133408.3333333333,133408.3333333333,0.0,266816.6666666666,400225.0,800450.0,0
100633,86958,1.1,38,3.2,34.2,9,695664.380952381,1652202.9047619046,3130489.714285714,1478286.8095238095,260874.14285714284,1130454.619047619,2608741.4285714286,3652238.0,0
100634,94082,1.4,14,11.8,42.9,11,0.0,846741.1764705882,752658.8235294118,0.0,0.0,1505317.6470588236,94082.35294117648,1411235.2941176472,0
100635,239959,1.1,24,10.9,8.3,11,21836246.475247525,2159628.7722772276,239958.75247524751,7198762.574257425,6478886.316831684,6238927.564356436,4319257.544554455,13437690.138613861,1
100636,73766,1.5,37,3.9,59.5,13,737656.3636363635,3024391.090909091,1917906.5454545454,2139203.4545454546,663890.7272727273,1622844.0,1254015.8181818181,2729328.5454545454,0
100637,82123,1.8,14,3.8,42.9,23,164246.15384615384,1396092.3076923077,574861.5384615384,574861.5384615384,328492.3076923077,246369.23076923078,985476.9230769231,1806707.6923076923,0
100638,115106,1.9,20,29.4,60.0,8,805741.1764705882,1611482.3529411764,1496376.4705882352,1266164.705882353,1726588.2352941176,460423.5294117647,460423.5294117647,2187011.7647058824,0
100639,36380,1.0,5,0.0,60.0,13,72760.0,72760.0,36380.0,109140.0,36380.0,36380.0,0.0,181900.0,0
100640,184901,1.6,10,5.3,80.0,15,184901.26315789472,2773518.947368421,554703.7894736842,1849012.6315789472,924506.3157894736,184901.26315789472,554703.7894736842,3143321.473684211,0
100641,116397,2.1,15,51.4,53.3,8,1280370.2702702703,2560740.5405405406,465589.18918918923,232794.59459459462,2327945.945945946,581986.4864864865,1163972.972972973,2211548.6486486485,0
100642,292153,1.8,30,31.1,30.0,14,2629377.6,7011673.6,3505836.8,1752918.4,3213683.7333333334,3797989.866666666,4382296.0,7595979.733333332,0
100643,169796,2.2,19,12.8,31.6,17,509388.31914893613,6961640.361702128,509388.31914893613,169796.10638297873,2037553.2765957445,2716737.7021276597,3056329.914893617,6112659.829787234,0
100644,327193,2.4,15,42.9,40.0,8,1963157.1428571427,11451750.0,327192.8571428571,3599121.4285714286,1635964.2857142857,1308771.4285714284,7198242.857142857,9815785.714285715,0
100645,92557,1.7,58,3.8,37.9,14,4442740.571428571,4998083.142857143,277671.2857142857,2313927.3809523806,3332055.4285714286,2036256.0952380954,2036256.0952380954,4627854.761904762,1
100646,38781,1.6,24,0.0,33.3,14,349025.14285714284,1240978.2857142857,38780.57142857143,465366.8571428571,504147.4285714286,426586.28571428574,232683.42857142855,698050.2857142857,0
100647,141474,2.0,61,8.0,45.9,9,1273264.5,8346956.166666666,14996226.333333334,7922534.666666667,6790744.0,5234531.833333333,4668636.5,10044642.166666668,0
100648,27729,1.2,14,0.0,28.6,14,110914.28571428571,305014.28571428574,166371.42857142855,166371.42857142855,83185.71428571428,83185.71428571428,249557.14285714284,388200.0,0
100649,232607,1.8,24,22.0,41.7,24,697822.3902439025,6047794.048780488,2791289.56097561,4419541.804878049,1628252.2439024393,1395644.780487805,2093467.1707317072,6280401.5121951215,0
100650,38389,1.2,47,9.6,27.7,14,690999.7894736842,2994332.4210526315,690999.7894736842,1036499.6842105263,1228444.0701754384,959721.9298245613,1151666.3157894737,1420388.456140351,0
100651,102069,2.2,36,6.8,41.7,12,510344.5945945946,4388963.513513513,2653791.891891892,2755860.810810811,1326895.945945946,2449654.054054054,1020689.1891891892,3470343.243243243,0
100652,62590,2.5,3,0.0,33.3,4,62590.0,125180.0,62590.0,62590.0,187770.0,0.0,0.0,125180.0,0
100653,164772,1.6,15,13.2,60.0,13,823860.1315789473,5107932.815789473,329544.05263157893,1318176.2105263157,1647720.2631578946,1977264.3157894735,1318176.2105263157,3624984.578947368,0
100654,108998,2.3,7,11.8,100.0,6,0.0,1416978.588235294,435993.4117647059,544991.7647058824,0.0,435993.4117647059,871986.8235294118,1307980.2352941176,0
100655,36050,1.0,7,12.5,57.1,12,36050.0,144200.0,108150.0,180250.0,36050.0,72100.0,0.0,252350.0,0
100656,78162,1.8,2,0.0,50.0,24,0.0,312648.0,78162.0,0.0,156324.0,234486.0,0.0,390810.0,0
100657,67731,2.7,61,1.1,19.7,11,135461.2688172043,5486181.387096774,677306.3440860215,1625535.2258064516,2167380.301075269,1422343.322580645,1083690.1505376345,4063838.0645161294,0
100658,202907,2.5,20,14.3,35.0,14,2637792.4857142856,3855235.171428571,608721.3428571429,2637792.4857142856,2029071.1428571427,1014535.5714285714,1420349.8,3246513.8285714285,0
100659,215378,2.8,6,0.0,66.7,19,215377.77777777775,1076888.888888889,646133.3333333333,215377.77777777775,646133.3333333333,430755.5555555555,646133.3333333333,1507644.4444444445,0
100660,44755,1.5,7,45.5,71.4,7,89509.09090909091,358036.36363636365,44754.545454545456,44754.545454545456,179018.18181818182,134263.63636363635,134263.63636363635,358036.36363636365,0
100661,55176,1.8,18,26.1,83.3,24,386234.7391304348,496587.52173913043,386234.7391304348,110352.78260869565,606940.304347826,386234.7391304348,165529.1739130435,1048351.4347826086,0
100662,78643,1.0,3,14.3,100.0,21,0.0,235928.57142857142,314571.4285714286,471857.14285714284,0.0,0.0,78642.85714285714,550500.0,0
100663,86051,3.1,16,5.7,31.2,24,344202.1714285714,2667566.8285714285,0.0,860505.4285714285,1462859.2285714285,86050.54285714285,602353.8,1204707.6,0
100664,170895,1.2,12,54.5,50.0,8,1196268.1818181819,1708954.5454545454,854477.2727272727,1879850.0,1196268.1818181819,512686.3636363636,170895.45454545456,3247013.6363636367,0
100665,58251,1.6,7,0.0,28.6,13,58251.0,699012.0,58251.0,349506.0,58251.0,174753.0,233004.0,699012.0,0
100666,66575,1.5,4,25.0,50.0,23,0.0,66575.0,199725.0,133150.0,0.0,0.0,133150.0,266300.0,0
100667,80000,3.0,1,0.0,0.0,24,0.0,80000.0,0.0,0.0,0.0,80000.0,0.0,80000.0,0
100668,188525,1.7,11,51.9,45.5,24,188525.18518518517,3393453.333333333,1508201.4814814813,2450827.407407407,0.0,754100.7407407407,1885251.8518518517,3581978.5185185187,0
100669,73800,1.8,2,20.0,100.0,12,0.0,369000.0,0.0,369000.0,0.0,0.0,0.0,369000.0,0
100670,102172,1.3,42,5.2,42.9,12,4699925.895833334,3576030.5729166665,1532584.53125,3576030.5729166665,919550.71875,1941273.7395833333,3371685.96875,5823821.21875,0
100671,34500,2.0,2,25.0,0.0,7,0.0,0.0,138000.0,138000.0,0.0,0.0,0.0,69000.0,0
100672,78950,2.2,16,15.4,18.8,12,0.0,631600.0,1421100.0,315800.0,78950.0,315800.0,1342150.0,1500050.0,0
100673,32341,2.1,6,64.3,33.3,24,97021.92857142857,291065.78571428574,64681.28571428571,258725.14285714284,64681.28571428571,0.0,129362.57142857142,129362.57142857143,0
100674,84262,2.3,27,23.8,25.9,18,926886.9761904762,2022298.857142857,589837.1666666666,1011149.4285714285,1348199.238095238,168524.90476190476,1011149.4285714285,2359348.6666666665,0
100675,70823,1.8,8,0.0,25.0,14,283292.3076923077,566584.6153846154,70823.07692307692,424938.46153846156,283292.3076923077,70823.07692307692,141646.15384615384,708230.7692307692,0
100676,62000,1.5,3,0.0,66.7,12,0.0,248000.0,0.0,62000.0,0.0,186000.0,0.0,248000.0,0
100677,110638,1.1,7,7.1,14.3,6,885104.0,553190.0,110638.0,553190.0,442552.0,553190.0,0.0,1217018.0,0
100678,56333,1.7,2,33.3,0.0,9,0.0,112666.66666666666,56333.33333333333,0.0,169000.0,0.0,0.0,169000.0,0
100679,139500,2.0,2,0.0,50.0,7,0.0,0.0,279000.0,279000.0,0.0,0.0,0.0,279000.0,0
100680,130941,2.3,18,10.3,50.0,19,261882.46153846153,3273530.7692307695,1571294.7692307692,392823.6923076923,1702236.0,1047529.8461538461,1964118.4615384617,2618824.6153846155,0
100681,98000,1.5,3,50.0,33.3,24,196000.0,196000.0,0.0,196000.0,0.0,0.0,196000.0,392000.0,0
100682,69036,2.4,20,13.0,25.0,14,1311682.5925925926,2416257.407407407,0.0,759395.1851851852,759395.1851851852,345179.6296296296,1863970.0,1380718.5185185187,0
100683,43000,1.0,37,0.0,24.3,14,988992.18,902992.86,257997.96,515995.92,601995.2400000001,515995.92,515995.92,601995.24,0
100684,61443,1.4,10,5.9,20.0,14,552985.9411764706,184328.64705882355,307214.4117647059,61442.882352941175,184328.64705882355,737314.5882352942,61442.882352941175,430100.1764705882,0
100685,48618,2.1,6,9.1,16.7,16,48618.181818181816,243090.9090909091,243090.9090909091,0.0,48618.181818181816,486181.8181818182,0.0,243090.9090909091,0
100686,105350,2.3,16,3.2,31.2,11,526751.6129032258,2423057.419354839,316050.96774193546,2633758.064516129,210700.6451612903,0.0,421401.2903225806,2423057.419354839,0
100687,32635,1.3,15,4.3,53.3,14,32634.521739130432,358979.7391304348,358979.7391304348,293710.69565217395,163172.60869565216,195807.1304347826,97903.5652173913,261076.1739130435,0
100688,111500,2.0,2,50.0,50.0,22,0.0,111500.0,111500.0,111500.0,0.0,0.0,111500.0,223000.0,0
100689,60795,1.4,16,31.8,25.0,24,121590.90909090909,364772.72727272724,851136.3636363636,364772.72727272724,0.0,668750.0,303977.2727272727,729545.4545454546,0
100690,89286,1.0,3,71.4,66.7,24,267857.14285714284,357142.8571428571,0.0,0.0,0.0,446428.5714285714,178571.42857142855,446428.5714285715,0
100691,71865,1.9,7,47.1,14.3,12,71864.70588235294,1149835.294117647,0.0,0.0,503052.94117647054,503052.94117647054,215594.11764705883,718647.0588235294,0
100692,48770,1.5,16,13.0,37.5,12,195078.26086956522,390156.52173913043,536465.2173913043,195078.26086956522,292617.39130434784,292617.39130434784,341386.95652173914,877852.1739130435,0
100693,62744,2.4,9,0.0,77.8,24,313718.75,250975.0,439206.25,439206.25,62743.75,62743.75,439206.25,690181.25,0
100694,52773,1.7,11,11.1,81.8,14,0.0,474957.0,474957.0,369411.0,263865.0,0.0,316638.0,527730.0,0
100695,101431,1.8,45,19.4,13.3,24,1521457.8358208956,5172956.641791045,101430.5223880597,2535763.0597014925,1420027.3134328357,1217166.2686567164,1622888.3582089553,4564373.507462687,0
100696,155388,2.6,33,13.3,54.5,19,1398490.0,9789430.0,2796980.0,3884694.4444444445,2020041.111111111,5127796.666666666,2952367.777777778,7147837.777777778,0
100697,103507,1.5,19,4.2,15.8,14,931564.125,1552606.875,0.0,621042.75,103507.125,931564.125,828057.0,621042.75,0
100698,240267,2.6,16,15.7,50.0,16,0.0,10331483.529411765,1922136.4705882352,2402670.588235294,3123471.764705882,3363738.823529412,3363738.823529412,6487210.5882352935,0
100699,124667,2.3,3,33.3,0.0,21,0.0,374000.0,0.0,0.0,124666.66666666666,249333.3333333333,0.0,249333.33333333334,0
100700,59700,1.2,8,27.3,50.0,24,59700.0,417900.0,179100.0,417900.0,179100.0,59700.0,0.0,597000.0,0
100701,127274,2.1,30,20.4,23.3,24,1272737.448979592,10690994.57142857,509094.9795918367,3690938.602040816,763642.469387755,3181843.62244898,4836402.306122449,8145519.673469388,0
100702,72143,2.7,4,0.0,75.0,13,0.0,72142.85714285714,432857.14285714284,144285.7142857143,72142.85714285714,288571.4285714286,0.0,360714.28571428574,0
100703,120400,2.3,66,11.6,28.8,9,2528406.90967742,14207238.82580645,1926405.264516129,7705621.058064516,1565204.277419355,3852810.529032258,5538415.13548387,10234027.967741935,0
100704,75720,1.0,5,60.0,20.0,24,0.0,227160.0,151440.0,0.0,151440.0,151440.0,75720.0,302880.0,0
100705,50573,2.1,12,15.9,50.0,14,758600.652173913,1719494.8115942029,1011467.5362318842,101146.7536231884,1163187.6666666665,657453.8985507246,1567774.6811594202,1820641.5652173911,0
100706,134900,2.3,6,16.7,33.3,11,269800.0,269800.0,269800.0,539600.0,0.0,134900.0,134900.0,809400.0,0
100707,31821,1.2,6,27.3,16.7,17,0.0,350030.0,0.0,127283.63636363637,190925.45454545453,0.0,31820.909090909092,254567.27272727274,0
100708,97474,1.1,15,25.0,46.7,24,97474.1875,2534328.875,487370.9375,779793.5,292422.5625,877267.6875,1169690.25,2339380.5,0
100709,97833,2.0,4,16.7,75.0,24,195666.66666666666,293500.0,97833.33333333333,0.0,195666.66666666666,97833.33333333333,293500.0,587000.0,0
100710,81497,2.1,12,17.6,58.3,24,0.0,896465.705882353,488981.2941176471,162993.76470588235,325987.5294117647,896465.705882353,0.0,1222453.2352941176,0
100711,319247,1.2,20,47.2,30.0,8,638493.2777777778,7981165.972222222,2873219.75,3830959.6666666665,6384932.777777778,957739.9166666666,319246.6388888889,6384932.777777778,0
100712,313956,2.7,26,26.8,23.1,19,2197692.6829268294,8476814.634146342,2197692.6829268294,5965165.853658536,3139560.975609756,1569780.487804878,2197692.6829268294,5965165.853658536,0
100713,62987,1.4,8,12.5,50.0,14,629871.25,377922.75,0.0,125974.25,629871.25,188961.375,62987.125,629871.25,0
100714,98183,2.4,28,1.2,53.6,13,1080012.4500000002,6578257.65,196365.90000000002,2258207.8499999996,1374561.2999999998,1178195.4,3043671.45,3632769.15,0
100715,62216,1.1,19,3.6,36.8,12,248862.85714285713,1306530.0,186647.14285714284,373294.2857142857,808804.2857142858,124431.42857142857,435510.0,1244314.2857142857,0
100716,138240,2.2,33,15.7,36.4,24,1658882.1176470588,5391366.882352941,0.0,1935362.4705882354,2488323.1764705884,1244161.5882352942,1382401.7647058824,4285445.470588235,0
100717,42301,1.0,7,28.6,57.1,19,0.0,253803.42857142855,42300.57142857143,42300.57142857143,126901.71428571428,84601.14285714286,42300.57142857143,296104.0,0
100718,54425,1.0,5,15.4,60.0,24,0.0,653104.6153846154,54425.38461538462,0.0,163276.15384615384,326552.3076923077,217701.53846153847,489828.46153846156,0
100719,88175,2.2,28,5.5,57.1,23,88175.36363636363,2645260.9090909087,2116208.727272727,1234455.0909090908,264526.0909090909,1058104.3636363635,2292559.4545454546,3791540.6363636362,0
100720,55125,2.5,3,25.0,66.7,21,0.0,220500.0,0.0,0.0,220500.0,0.0,0.0,220500.0,0
100721,39333,1.0,1,66.7,0.0,24,0.0,118000.0,0.0,0.0,0.0,0.0,118000.0,78666.66666666667,0
100722,95057,1.9,55,10.1,27.3,14,1235747.4343434344,6939197.131313131,1235747.4343434344,3422069.8181818184,1996207.393939394,1235747.4343434344,2756667.3535353537,3802299.797979798,0
100723,174854,1.8,35,10.7,40.0,12,699414.2857142857,4721046.428571429,4371339.285714286,1223975.0,2622803.5714285714,2273096.4285714286,3671925.0,6994142.857142856,0
100724,77145,1.7,3,36.4,33.3,24,0.0,77145.45454545454,771454.5454545454,0.0,385727.2727272727,0.0,462872.72727272724,540018.1818181818,0
100725,54048,1.9,10,11.1,30.0,14,270237.9629629629,864761.4814814815,324285.55555555556,810713.8888888889,216190.37037037036,216190.37037037036,216190.37037037036,702618.7037037037,0
100726,54654,3.0,80,2.5,31.2,14,109308.69035532993,6285249.695431472,4372347.6142131975,3607186.7817258886,2404791.1878172588,2022210.771573604,2732717.2588832485,3005988.9847715735,0
100727,75168,2.0,13,9.1,61.5,14,225505.09090909088,977188.7272727273,451010.18181818177,300673.45454545453,977188.7272727273,150336.72727272726,225505.09090909088,1052357.0909090908,0
100728,115469,2.1,8,0.0,75.0,16,115469.23076923078,346407.6923076923,1039223.0769230769,230938.46153846156,461876.9230769231,808284.6153846154,0.0,1385630.7692307692,0
100729,223657,1.8,34,11.5,32.4,14,1118283.7704918033,8722613.409836067,3802164.819672131,3802164.819672131,4473135.081967213,2460224.2950819675,2907537.8032786883,6709702.62295082,0
100730,55398,1.9,21,7.9,42.9,14,0.0,1052560.0,1052560.0,332387.36842105264,0.0,886366.3157894736,886366.3157894736,1052560.0,0
100731,60889,2.2,8,0.0,25.0,14,60889.416666666664,608894.1666666667,60889.416666666664,121778.83333333333,243557.66666666666,243557.66666666666,121778.83333333333,487115.3333333333,0
100732,52353,1.2,10,10.0,10.0,14,52353.0,418824.0,52353.0,104706.0,0.0,0.0,418824.0,314118.0,0
100733,95964,2.5,13,10.7,30.8,7,95964.28571428571,2399107.142857143,191928.57142857142,959642.8571428572,959642.8571428572,383857.14285714284,383857.14285714284,2015250.0,0
100734,70004,1.1,86,4.5,27.9,14,700038.0099502488,9590520.736318408,3780205.2537313434,5110277.472636816,3500190.049751244,3430186.2487562187,2030110.2288557214,5110277.472636816,0
100735,176050,3.0,11,0.0,54.5,10,528150.0,2464700.0,528150.0,880250.0,528150.0,1056300.0,1056300.0,2640750.0,0
100736,180977,2.6,11,20.0,27.3,10,180976.66666666666,1809766.6666666665,723906.6666666666,723906.6666666666,180976.66666666666,542930.0,1266836.6666666667,2171720.0,0
100737,90143,3.3,1,0.0,100.0,12,0.0,540857.1428571428,90142.85714285714,631000.0,0.0,0.0,0.0,631000.0,0
100738,82200,2.2,2,20.0,100.0,24,0.0,411000.0,0.0,0.0,0.0,411000.0,0.0,411000.0,0
100739,136101,2.6,10,17.9,50.0,9,1088811.4285714284,2585927.142857143,136101.42857142855,1088811.4285714284,1769318.5714285716,408304.2857142857,544405.7142857142,2722028.571428572,0
100740,105807,2.0,24,12.2,29.2,14,634842.2448979592,4443895.714285714,105807.04081632652,952263.3673469388,2010333.775510204,1269684.4897959183,952263.3673469388,2962597.1428571427,0
100741,58122,2.0,15,20.0,0.0,9,116243.2,1336796.8,0.0,232486.4,755580.8,464972.8,0.0,929945.6,0
100742,318000,3.0,2,33.3,100.0,13,954000.0,0.0,0.0,0.0,0.0,0.0,954000.0,954000.0,0
100743,51138,3.0,4,100.0,0.0,24,204550.0,204550.0,0.0,153412.5,0.0,255687.5,0.0,153412.5,0
100744,141876,2.4,29,6.1,41.4,13,2553765.4285714286,3830648.1428571423,567503.4285714285,2979393.0,1276882.7142857143,1844386.142857143,851255.1428571428,5391282.571428571,0
100745,69380,1.8,8,13.3,50.0,14,208138.6,624415.7999999999,208138.6,416277.2,69379.53333333333,555036.2666666666,0.0,485656.7333333334,0
100746,46992,1.6,25,0.0,36.0,24,328946.4705882353,704885.294117647,563908.2352941177,422931.17647058825,375938.82352941175,328946.4705882353,469923.5294117647,845862.3529411764,0
100747,118953,1.9,9,13.3,0.0,24,118953.33333333333,1665346.6666666667,0.0,594766.6666666666,118953.33333333333,713720.0,356860.0,951626.6666666666,0
100748,53757,1.5,11,7.7,72.7,14,0.0,376298.4615384615,322541.5384615385,107513.84615384616,161270.76923076925,53756.92307692308,376298.4615384615,430055.3846153846,0
100749,100323,1.9,38,7.8,26.3,14,1304197.4705882352,2106780.529411765,1705489.0,2407749.1764705884,0.0,1504843.2352941176,1203874.5882352942,3711946.6470588236,0
100750,123822,2.3,49,16.9,10.2,14,2104971.366197183,5571983.0281690145,1114396.6056338027,2971724.2816901407,2228793.2112676054,1609683.985915493,1981149.5211267606,2971724.281690141,0
100751,75663,1.7,18,26.1,22.2,24,151325.21739130435,983613.9130434782,605300.8695652174,302650.4347826087,453975.652173913,302650.4347826087,680963.4782608696,1134939.1304347827,0
100752,42430,1.2,18,3.3,55.6,12,297010.0,933459.9999999999,42430.0,466729.99999999994,424300.0,84860.0,297010.0,848600.0,0
100753,39445,1.2,13,14.7,0.0,14,118335.35294117648,710012.1176470588,512786.5294117647,473341.4117647059,591676.7647058823,276115.82352941175,0.0,749457.2352941177,0
100754,58831,1.6,12,0.0,25.0,7,176492.85,882464.25,117661.90000000001,294154.75,117661.90000000001,764802.35,0.0,1000126.1499999999,0
100755,63692,2.0,21,6.1,19.0,14,828000.3333333333,1210154.3333333335,63692.333333333336,254769.33333333334,509538.6666666667,828000.3333333333,509538.6666666667,828000.3333333334,0
100756,44010,2.3,26,7.7,42.3,12,440102.56410256407,1276297.435897436,0.0,484112.8205128205,660153.8461538462,396092.3076923077,176041.02564102563,1144266.6666666667,0
100757,46095,1.4,15,0.0,66.7,14,0.0,737522.6666666666,92190.33333333333,184380.66666666666,138285.5,184380.66666666666,322666.1666666667,368761.3333333333,0
100758,131200,3.4,4,40.0,50.0,24,0.0,524800.0,131200.0,131200.0,0.0,262400.0,262400.0,656000.0,0
100759,45000,1.0,1,100.0,0.0,24,45000.0,0.0,0.0,0.0,45000.0,0.0,0.0,45000.0,0
100760,186388,2.2,15,11.1,33.3,13,745552.5925925926,2609434.074074074,1677493.3333333333,1304717.037037037,2050269.6296296294,372776.2962962963,1304717.037037037,3354986.6666666665,0
100761,63808,5.2,27,0.0,33.3,10,1212347.7777777778,1850425.5555555557,382846.6666666666,1659002.222222222,446654.44444444444,255231.1111111111,1084732.2222222222,1467578.888888889,0
100762,45105,1.8,11,0.0,36.4,14,0.0,270628.8,856991.2,135314.4,496152.8,496152.8,0.0,586362.4,0
100763,108669,2.7,17,13.0,5.9,13,326007.39130434784,2173382.6086956523,0.0,760683.9130434783,652014.7826086957,869353.0434782609,217338.26086956522,1956044.347826087,0
100764,156671,2.5,40,2.8,45.0,9,783356.9444444445,9556954.722222222,940028.3333333333,3603441.944444444,1566713.888888889,4073456.111111111,2036728.0555555555,7050212.499999999,0
100765,91009,1.7,38,8.7,44.7,24,364034.7826086956,1092104.347826087,2730260.8695652173,1001095.6521739131,1001095.6521739131,819078.2608695653,1365130.4347826086,2639252.1739130435,0
100766,26000,2.5,2,0.0,0.0,24,0.0,104000.0,0.0,78000.0,0.0,0.0,26000.0,52000.0,0
100767,93209,1.9,4,9.1,25.0,19,0.0,745671.2727272727,279626.72727272724,0.0,279626.72727272724,186417.81818181818,559253.4545454545,838880.1818181818,0
100768,116767,2.3,3,16.7,66.7,9,0.0,700600.0,0.0,0.0,0.0,700600.0,0.0,700600.0,0
100769,230833,2.3,4,16.7,25.0,22,230833.3333333333,1154166.6666666667,0.0,461666.6666666666,0.0,461666.6666666666,461666.6666666666,1385000.0,0
100770,74014,2.4,22,12.2,40.9,14,296055.0243902439,2072385.1707317075,666123.8048780488,740137.5609756097,814151.3170731708,592110.0487804879,888165.0731707317,1480275.1219512196,0
100771,50981,1.4,33,12.9,36.4,14,254906.6129032258,2498084.8064516126,407850.5806451613,968645.1290322581,560794.5483870968,1121589.0967741937,509813.2258064516,1937290.2580645161,0
100772,65807,1.0,15,10.7,46.7,24,263228.5714285714,1052914.2857142857,526457.1428571428,592264.2857142858,131614.2857142857,658071.4285714286,460650.0,1052914.2857142857,0
100773,280629,3.8,9,70.6,33.3,8,0.0,3086923.529411765,1683776.4705882354,3367552.941176471,841888.2352941177,561258.8235294118,0.0,2245035.294117647,0
100774,48394,1.8,6,0.0,0.0,14,0.0,532338.8888888889,338761.1111111111,96788.88888888889,193577.77777777778,145183.3333333333,435550.0,435550.0,0
100775,63465,1.8,19,9.1,21.1,14,0.0,1269299.393939394,825044.6060606061,444254.7878787879,317324.8484848485,825044.6060606061,507719.75757575757,825044.6060606061,0
100776,140995,2.3,19,44.7,21.1,8,2396910.5263157897,2396910.5263157897,563978.947368421,2255915.789473684,704973.6842105263,1691936.8421052631,704973.6842105263,2960889.4736842103,0
100777,33583,2.4,10,17.4,10.0,3,0.0,570916.9130434783,201500.08695652173,100750.04347826086,436583.5217391304,235083.4347826087,0.0,403000.1739130435,0
